PartNumber,Description,Value,DCR_Ohm,AWG,Type,URL,Price
Dayton Audio IC184-7,Dayton Audio IC184-7 | 4.7 mH | 0.47 Ω | 3% | 18 AWG,4.7,0.47,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic184-7.html,19.44
Jantzen Audio 000-2437,"Jantzen Audio 000-2437 | 4,7 mH | 0,38 Ω | 3% | 17 AWG",4.7,0.38,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2437.html,19.44
Jantzen Audio 000-5301,"Jantzen Audio 000-5301 | 4,7 mH | 0,31 Ω | 3% | 17 AWG",4.7,0.31,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5301.html,19.44
Jantzen Audio 000-5119,"Jantzen Audio 000-5119 | 4,7 mH | 0,23 Ω | 3% | 15 AWG",4.7,0.23,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5119.html,23.45
Jantzen Audio 000-5043,"Jantzen Audio 000-5043 | 4,7 mH | 0,26 Ω | 3% | 15 AWG",4.7,0.26,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5043.html,23.45
Jantzen Audio 000-1240,"Jantzen Audio 000-1240 | 4,7 mH | 1,33 Ω | 3% | 18 AWG",4.7,1.33,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1240.html,24.45
"Mundorf VP100-4,7","Mundorf VP100-4,7 | 4,7 mH | 0,80 Ω | 3% | 18 AWG",4.7,0.8,18.0,Air Core,https://www.soundimports.eu/en/mundorf-vp100-47.html,27.95
Monacor LSI-47T,"Monacor LSI-47T | 4,7 mH | 0,14 Ω | 5% | 17 AWG",4.7,0.14,17.0,Air Core,https://www.soundimports.eu/en/monacor-lsi-47t.html,28.96
Jantzen Audio 000-5424,"Jantzen Audio 000-5424 | 4,7 mH | 0,2 Ω | 3% | 14 AWG",4.7,0.2,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5424.html,29.45
"Mundorf L100-4,70","Mundorf L100-4,70 | 4,70 mH | 1,22 Ω | 2% | 18 AWG",4.7,1.22,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-470.html,29.95
Jantzen Audio 000-1714,"Jantzen Audio 000-1714 | 4,7 mH | 0,97 Ω | 3% | 17 AWG",4.7,0.97,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1714.html,35.45
Intertechnik HQ58/4.7/140,"Intertechnik HQ58/4.7/140 | 4,7 mH | 0,19 Ω | 5% | 15 AWG",4.7,0.19,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq58-4-7-140.html,41.95
Intertechnik DR56/4.7/118,"Intertechnik DR56/4.7/118 | 4,7 mH | 0,33 Ω | 5% | 17 AWG",4.7,0.33,17.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-4-7-118.html,43.25
Jantzen Audio 000-1187,"Jantzen Audio 000-1187 | 4,7 mH | 0,76 Ω | 3% | 15 AWG",4.7,0.76,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1187.html,46.95
Intertechnik DR56/4.7/140,"Intertechnik DR56/4.7/140 | 4,7 mH | 0,229 Ω | 5% | 15 AWG",4.7,0.229,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-4-7-140.html,47.25
Jantzen Audio 000-6225,"Jantzen Audio 000-6225 | 4,7 mH | 0,07 Ω | 5% | 14 AWG",4.7,0.07,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6225.html,61.46
Jantzen Audio 000-6245,"Jantzen Audio 000-6245 | 4,7 mH | 0,05 Ω | 5% | 12 AWG",4.7,0.05,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6245.html,66.95
Jantzen Audio 000-7948,"Jantzen Audio 000-7948 | 4,7 mH | 0,84 Ω | 2% | 16 AWG",4.7,0.84,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7948.html,66.95
Jantzen Audio 000-0037,"Jantzen Audio 000-0037 | 4,7 mH | 0,65 Ω | 3% | 14 AWG",4.7,0.65,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0037.html,67.45
Audyn CO92/4.7/140,"Audyn CO92/4.7/140 | 4,7 mH | 0,52 Ω | 5% | 15 AWG",4.7,0.52,15.0,Air Core,https://www.soundimports.eu/en/audyn-co92-4-7-140.html,68.45
Intertechnik LU92/4.7/140,"Intertechnik LU92/4.7/140 | 4,7 mH | 0,74 Ω | 3% | 15 AWG",4.7,0.74,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu92-4-7-140.html,68.95
Jantzen Audio 000-8740,"Jantzen Audio 000-8740 | 4,7 mH | 0,92 Ω | 2% | 16 AWG",4.7,0.92,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8740.html,72.45
Intertechnik AT92/470/132,"Intertechnik AT92/470/132 | 4,7 mH | 0,81 Ω | 3% | 16 AWG",4.7,0.81,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-at92-470-132.html,77.95
"Mundorf CFC16-4,70","Mundorf CFC16-4,70 | 4,70 mH | 0,93 Ω | 2% | 16,5 AWG",4.7,0.93,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-470.html,89.95
Intertechnik TRI92/4.7/0.50,"Intertechnik TRI92/4.7/0.50 | 4,7 mH | 0,88 Ω | 1% | 7 x 24 AWG",4.7,0.88,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-4-7-0-50.html,104.96
"Mundorf CFC14-4,70","Mundorf CFC14-4,70 | 4,70 mH | 0,62 Ω | 2% | 14 AWG",4.7,0.62,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-470.html,139.95
Intertechnik LU120/4.7/20,"Intertechnik LU120/4.7/20 | 4,7 mH | 0,43 Ω | 3% | 12 AWG",4.7,0.43,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu120-4-7-20.html,152.96
Jantzen Audio 000-7125,"Jantzen Audio 000-7125 | 4,7 mH | 0,47 Ω | 2% | 12 AWG",4.7,0.47,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7125.html,166.96
Intertechnik TRI120/4.7/0.80,"Intertechnik TRI120/4.7/0.80 | 4,7 mH | 0,43 Ω | 1% | 7 x 20 AWG",4.7,0.43,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-4-7-0-80.html,259.94
Dayton Audio IC185,Dayton Audio IC185 | 5.0 mH | 0.49 Ω | 3% | 18 AWG,5.0,0.49,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic185.html,18.95
Jantzen Audio 000-5464,"Jantzen Audio 000-5464 | 5 mH | 0,36 Ω | 3% | 17 AWG",5.0,0.36,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5464.html,19.44
Jantzen Audio 000-5164,"Jantzen Audio 000-5164 | 5,0 mH | 0,24 Ω | 3% | 15 AWG",5.0,0.24,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5164.html,23.45
Jantzen Audio 000-1892,"Jantzen Audio 000-1892 | 5 mH | 1,36 Ω | 3% | 18 AWG",5.0,1.36,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1892.html,23.45
Dayton Audio LW185,Dayton Audio LW185 | 5.0 mH | 1.33 Ω | 3% | 18 AWG,5.0,1.33,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw185.html,28.96
Jantzen Audio 000-6260,"Jantzen Audio 000-6260 | 5,0 mH | 0,10 Ω | 5% | 15 AWG",5.0,0.1,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6260.html,44.46
Jantzen Audio 000-6265,"Jantzen Audio 000-6265 | 5,0 mH | 0,07 Ω | 5% | 13 AWG",5.0,0.07,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6265.html,66.45
Jantzen Audio 000-7953,"Jantzen Audio 000-7953 | 5,0 mH | 0,94 Ω | 2% | 16 AWG",5.0,0.94,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7953.html,72.45
Jantzen Audio 000-0138,"Jantzen Audio 000-0138 | 5,0 mH | 0,54 Ω | 3% | 13 AWG",5.0,0.54,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0138.html,86.95
Jantzen Audio 000-8473,"Jantzen Audio 000-8473 | 5,0 mH | 0,67 Ω | 2% | 14 AWG",5.0,0.67,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8473.html,112.95
Jantzen Audio 000-0937,"Jantzen Audio 000-0937 | 5,1 mH | 1,01 Ω | 3% | 17 AWG",5.1,1.01,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0937.html,36.45
Jantzen Audio 000-5338,"Jantzen Audio 000-5338 | 5,2 mH | 0,44 Ω | 3% | 18 AWG",5.2,0.44,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5338.html,15.45
Jantzen Audio 000-5159,"Jantzen Audio 000-5159 | 5,2 mH | 0,34 Ω | 3% | 17 AWG",5.2,0.34,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5159.html,19.44
Jantzen Audio 000-5423,"Jantzen Audio 000-5423 | 5,2 mH | 0,22 Ω | 3% | 14 AWG",5.2,0.22,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5423.html,30.46
Jantzen Audio 000-6275,"Jantzen Audio 000-6275 | 5,2 mH | 0,07 Ω | 5% | 13 AWG",5.2,0.07,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6275.html,67.45
Jantzen Audio 000-8475,"Jantzen Audio 000-8475 | 5,2 mH | 0,67 Ω | 2% | 14 AWG",5.2,0.67,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8475.html,114.45
Jantzen Audio 000-8215,"Jantzen Audio 000-8215 | 5,2 mH | 0,50 Ω | 2% | 12 AWG",5.2,0.5,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8215.html,187.45
Jantzen Audio 000-0805,"Jantzen Audio 000-0805 | 5,4 mH | 1,33 Ω | 3% | 18 AWG",5.4,1.33,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0805.html,25.45
Jantzen Audio 000-5107,"Jantzen Audio 000-5107 | 5,5 mH | 0,445 Ω | 3% | 18 AWG",5.5,0.445,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5107.html,15.95
Dayton Audio IC185-5,Dayton Audio IC185-5 | 5.5 mH | 0.50 Ω | 3% | 18 AWG,5.5,0.5,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic185-5.html,22.45
Dayton Audio LW185-5,Dayton Audio LW185-5 | 5.5 mH | 1.47 Ω | 3% | 18 AWG,5.5,1.47,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw185-5.html,32.45
Jantzen Audio 000-5250,"Jantzen Audio 000-5250 | 5,6 mH | 0,40 Ω | 3% | 18 AWG",5.6,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5250.html,16.46
Jantzen Audio 000-5254,"Jantzen Audio 000-5254 | 5,6 mH | 0,51 Ω | 3% | 18 AWG",5.6,0.51,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5254.html,16.46
Jantzen Audio 000-5176,"Jantzen Audio 000-5176 | 5,6 mH | 0,25 Ω | 3% | 15 AWG",5.6,0.25,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5176.html,24.45
Jantzen Audio 000-1538,"Jantzen Audio 000-1538 | 5,6 mH | 1,40 Ω | 3% | 18 AWG",5.6,1.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1538.html,25.45
"Mundorf L100-5,60","Mundorf L100-5,60 | 5,60 mH | 1,35 Ω | 2% | 18 AWG",5.6,1.35,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-560.html,32.95
Monacor LSI-56T,"Monacor LSI-56T | 5,6 mH | 0,15 Ω | 5% | 17 AWG",5.6,0.15,17.0,Air Core,https://www.soundimports.eu/en/monacor-lsi-56t.html,34.94
Jantzen Audio 000-6285,"Jantzen Audio 000-6285 | 5,6 mH | 0,11 Ω | 5% | 15 AWG",5.6,0.11,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6285.html,41.95
Intertechnik DR56/5.6/118,"Intertechnik DR56/5.6/118 | 5,6 mH | 0,37 Ω | 5% | 17 AWG",5.6,0.37,17.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-5-6-118.html,42.96
Intertechnik HQ58/5.6/140,"Intertechnik HQ58/5.6/140 | 5,6 mH | 0,22 Ω | 5% | 15 AWG",5.6,0.22,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq58-5-6-140.html,43.45
Jantzen Audio 000-1546,"Jantzen Audio 000-1546 | 5,6 mH | 0,87 Ω | 3% | 15 AWG",5.6,0.87,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1546.html,54.45
Intertechnik DR56/5.6/140,"Intertechnik DR56/5.6/140 | 5,6 mH | 0,256 Ω | 5% | 15 AWG",5.6,0.256,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-5-6-140.html,55.95
Jantzen Audio 000-6295,"Jantzen Audio 000-6295 | 5,6 mH | 0,09 Ω | 5% | 14 AWG",5.6,0.09,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6295.html,62.45
Jantzen Audio 000-L-0560,"Jantzen Audio 000-L-0560 | 5,6 mH | 1,05 Ω | 3% | 15 AWG",5.6,1.05,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0560.html,69.95
Audyn CO92/5.6/140,"Audyn CO92/5.6/140 | 5,6 mH | 0,56 Ω | 5% | 15 AWG",5.6,0.56,15.0,Air Core,https://www.soundimports.eu/en/audyn-co92-5-6-140.html,72.45
Jantzen Audio 000-0038,"Jantzen Audio 000-0038 | 5,6 mH | 0,70 Ω | 3% | 14 AWG",5.6,0.7,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0038.html,72.45
Intertechnik LU92/5.6/140,"Intertechnik LU92/5.6/140 | 5,6 mH | 0,83 Ω | 3% | 15 AWG",5.6,0.83,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu92-5-6-140.html,74.95
Jantzen Audio 000-8755,"Jantzen Audio 000-8755 | 5,6 mH | 0,98 Ω | 2% | 16 AWG",5.6,0.98,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8755.html,86.45
"Mundorf CFC16-5,60","Mundorf CFC16-5,60 | 5,60 mH | 1,05 Ω | 2% | 16,5 AWG",5.6,1.05,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-560.html,99.95
Intertechnik TRI120/5.60/0.50,"Intertechnik TRI120/5.60/0.50 | 5,6 mH | 0,99 Ω | 1% | 7 x 24 AWG",5.6,0.99,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-5-60-0-50.html,108.45
Jantzen Audio 000-8485,"Jantzen Audio 000-8485 | 5,6 mH | 0,7 Ω | 2% | 14 AWG",5.6,0.7,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8485.html,128.45
"Mundorf CFC14-5,60","Mundorf CFC14-5,60 | 5,60 mH | 0,68 Ω | 2% | 14 AWG",5.6,0.68,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-560.html,149.96
Intertechnik LU120/5.6/20,"Intertechnik LU120/5.6/20 | 5,6 mH | 0,47 Ω | 3% | 12 AWG",5.6,0.47,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu120-5-6-20.html,169.94
Jantzen Audio 000-8225,"Jantzen Audio 000-8225 | 5,6 mH | 0,52 Ω | 2% | 12 AWG",5.6,0.52,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8225.html,189.95
Jantzen Audio 000-7135,"Jantzen Audio 000-7135 | 5,6 mH | 0,47 Ω | 2% | 12 AWG",5.6,0.47,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7135.html,194.96
Intertechnik TRI/120/5.60/0.60,"Intertechnik TRI/120/5.60/0.60 | 5,6 mH | 0,71 Ω | 1% | 7 x 23 AWG",5.6,0.71,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri-120-5-60-0-60.html,199.95
Intertechnik TRI120/5.60/0.80,"Intertechnik TRI120/5.60/0.80 | 5,6 mH | 0,49 Ω | 1% | 7 x 20 AWG",5.6,0.49,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-5-60-0-80.html,269.95
Jantzen Audio 000-5830,"Jantzen Audio 000-5830 | 5,7 mH | 0,48 Ω | 3% | 18 AWG",5.7,0.48,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5830.html,15.95
Jantzen Audio 000-2111,"Jantzen Audio 000-2111 | 6 mH | 0,61 Ω | 3% | 18 AWG",6.0,0.61,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2111.html,14.45
Jantzen Audio 000-5029,"Jantzen Audio 000-5029 | 6,0 mH | 0,37 Ω | 3% | 17 AWG",6.0,0.37,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5029.html,19.44
Dayton Audio IC186,Dayton Audio IC186 | 6.0 mH | 0.55 Ω | 3% | 18 AWG,6.0,0.55,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic186.html,23.45
Jantzen Audio 000-5163,"Jantzen Audio 000-5163 | 6,0 mH | 0,27 Ω | 3% | 15 AWG",6.0,0.27,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5163.html,24.95
Jantzen Audio 000-1958,"Jantzen Audio 000-1958 | 6,0 mH | 1,45 Ω | 3% | 18 AWG",6.0,1.45,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1958.html,27.45
Dayton Audio LW186,Dayton Audio LW186 | 6.0 mH | 1.48 Ω | 3% | 18 AWG,6.0,1.48,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw186.html,32.45
Jantzen Audio 000-6315,"Jantzen Audio 000-6315 | 6 mH | 0,12 Ω | 5% | 15 AWG",6.0,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6315.html,42.45
Jantzen Audio 000-5378,"Jantzen Audio 000-5378 | 6,2 mH | 0,49 Ω | 3% | 18 AWG",6.2,0.49,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5378.html,16.46
Jantzen Audio 000-6320,"Jantzen Audio 000-6320 | 6,2 mH | 0,09 Ω | 5% | 14 AWG",6.2,0.09,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6320.html,61.95
Jantzen Audio 000-0039,"Jantzen Audio 000-0039 | 6,2 mH | 0,75 Ω | 3% | 14 AWG",6.2,0.75,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0039.html,76.45
Jantzen Audio 000-8765,"Jantzen Audio 000-8765 | 6,2 mH | 1,16 Ω | 2% | 16 AWG",6.2,1.16,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8765.html,89.95
Jantzen Audio 000-1768,"Jantzen Audio 000-1768 | 6,4 mH | 1,54 Ω | 3% | 18 AWG",6.4,1.54,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1768.html,27.45
Jantzen Audio 000-5505,"Jantzen Audio 000-5505 | 6,5 mH | 0,29 Ω | 3% | 15 AWG",6.5,0.29,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5505.html,25.95
Jantzen Audio 000-5413,"Jantzen Audio 000-5413 | 6,6 mH | 0,29 Ω | 3% | 15 AWG",6.6,0.29,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5413.html,25.45
Jantzen Audio 000-6350,"Jantzen Audio 000-6350 | 6,6 mH | 0,10 Ω | 5% | 14 AWG",6.6,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6350.html,62.94
Jantzen Audio 000-7203,"Jantzen Audio 000-7203 | 6,6 mH | 0,56 Ω | 2% | 12 AWG",6.6,0.56,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7203.html,199.95
Jantzen Audio 000-2040,"Jantzen Audio 000-2040 | 6,8 mH | 0,85 Ω | 3% | 18 AWG",6.8,0.85,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2040.html,18.45
Jantzen Audio 000-5210,"Jantzen Audio 000-5210 | 6,8 mH | 0,35 Ω | 3% | 17 AWG",6.8,0.35,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5210.html,21.45
Jantzen Audio 000-5305,"Jantzen Audio 000-5305 | 6,8 mH | 0,40 Ω | 3% | 17 AWG",6.8,0.4,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5305.html,21.45
Jantzen Audio 000-5173,"Jantzen Audio 000-5173 | 6,8 mH | 0,29 Ω | 3% | 15 AWG",6.8,0.29,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5173.html,26.95
Jantzen Audio 000-1707,"Jantzen Audio 000-1707 | 6,8 mH | 1,59 Ω | 3% | 18 AWG",6.8,1.59,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1707.html,27.95
Monacor LSI-68T,"Monacor LSI-68T | 6,8 mH | 0,16 Ω | 5% | 17 AWG",6.8,0.16,17.0,Air Core,https://www.soundimports.eu/en/monacor-lsi-68t.html,32.95
Jantzen Audio 000-5601,"Jantzen Audio 000-5601 | 6,8 mH | 0,23 Ω | 3% | 14 AWG",6.8,0.23,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5601.html,33.44
"Mundorf L100-6,80","Mundorf L100-6,80 | 6,80 mH | 1,56 Ω | 2% | 18 AWG",6.8,1.56,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-680.html,35.95
Jantzen Audio 000-6355,"Jantzen Audio 000-6355 | 6,8 mH | 0,17 Ω | 5% | 17 AWG",6.8,0.17,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6355.html,42.45
Jantzen Audio 000-6360,"Jantzen Audio 000-6360 | 6,8 mH | 0,12 Ω | 5% | 15 AWG",6.8,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6360.html,43.45
Intertechnik HQ58/6.8/132,"Intertechnik HQ58/6.8/132 | 6,8 mH | 0,26 Ω | 5% | 16 AWG",6.8,0.26,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq58-6-8-132.html,44.95
Intertechnik DR56/6.8/118,"Intertechnik DR56/6.8/118 | 6,8 mH | 0,42 Ω | 5% | 17 AWG",6.8,0.42,17.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-6-8-118.html,45.25
Intertechnik DR56/6.8/140,"Intertechnik DR56/6.8/140 | 6,8 mH | 0,285 Ω | 5% | 15 AWG",6.8,0.285,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-6-8-140.html,58.25
Jantzen Audio 000-1547,"Jantzen Audio 000-1547 | 6,8 mH | 0,94 Ω | 3% | 15 AWG",6.8,0.94,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1547.html,60.45
Jantzen Audio 000-6370,"Jantzen Audio 000-6370 | 6,8 mH | 0,10 Ω | 5% | 14 AWG",6.8,0.1,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6370.html,63.0
Audyn CO92/6.8/140,"Audyn CO92/6.8/140 | 6,8 mH | 0,66 Ω | 5% | 15 AWG",6.8,0.66,15.0,Air Core,https://www.soundimports.eu/en/audyn-co92-6-8-140.html,78.44
Jantzen Audio 000-0040,"Jantzen Audio 000-0040 | 6,8 mH | 0,78 Ω | 3% | 14 AWG",6.8,0.78,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0040.html,80.45
Intertechnik LU92/6.8/140,"Intertechnik LU92/6.8/140 | 6,8 mH | 0,93 Ω | 3% | 15 AWG",6.8,0.93,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu92-6-8-140.html,81.95
Jantzen Audio 000-6390,"Jantzen Audio 000-6390 | 6,8 mH | 0,07 Ω | 5% | 12 AWG",6.8,0.07,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6390.html,90.45
"Mundorf CFC16-6,80","Mundorf CFC16-6,80 | 6,80 mH | 1,18 Ω | 2% | 16,5 AWG",6.8,1.18,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-680.html,109.95
Intertechnik TRI120/6.80/0.50,"Intertechnik TRI120/6.80/0.50 | 6,8 mH | 1,11 Ω | 1% | 7 x 24 AWG",6.8,1.11,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-6-80-0-50.html,109.95
Jantzen Audio 000-7554,"Jantzen Audio 000-7554 | 6,8 mH | 0,77 Ω | 2% | 14 AWG",6.8,0.77,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7554.html,124.45
"Mundorf CFC14-6,80","Mundorf CFC14-6,80 | 6,80 mH | 0,78 Ω | 2% | 14 AWG",6.8,0.78,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-680.html,169.94
Intertechnik LU120/6.8/20,"Intertechnik LU120/6.8/20 | 6,8 mH | 0,53 Ω | 3% | 12 AWG",6.8,0.53,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu120-6-8-20.html,186.94
Jantzen Audio 000-8245,"Jantzen Audio 000-8245 | 6,8 mH | 0,58 Ω | 2% | 12 AWG",6.8,0.58,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8245.html,209.95
Intertechnik TRI/120/6.80/0.60,"Intertechnik TRI/120/6.80/0.60 | 6,8 mH | 0,79 Ω | 1% | 7 x 23 AWG",6.8,0.79,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri-120-6-80-0-60.html,229.95
Jantzen Audio 000-9680,"Jantzen Audio 000-9680 | 6,8 mH | 0,24 Ω | 2% | 8 AWG",6.8,0.24,8.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-9680.html,629.95
Dayton Audio IC187,Dayton Audio IC187 | 7.0 mH | 0.61 Ω | 3% | 18 AWG,7.0,0.61,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic187.html,24.45
Jantzen Audio 000-5379,"Jantzen Audio 000-5379 | 7,0 mH | 0,30 Ω | 3% | 15 AWG",7.0,0.3,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5379.html,26.45
Jantzen Audio 000-1959,"Jantzen Audio 000-1959 | 7,0 mH | 1,60 Ω | 3% | 18 AWG",7.0,1.6,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1959.html,29.45
Dayton Audio LW187,Dayton Audio LW187 | 7.0 mH | 1.62 Ω | 3% | 18 AWG,7.0,1.62,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw187.html,35.45
Jantzen Audio 000-1506,"Jantzen Audio 000-1506 | 7 mH | 1,04 Ω | 3% | 15 AWG",7.0,1.04,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1506.html,59.45
Jantzen Audio 000-5472,"Jantzen Audio 000-5472 | 7,4 mH | 0,31 Ω | 3% | 15 AWG",7.4,0.31,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5472.html,26.45
Jantzen Audio 000-2037,"Jantzen Audio 000-2037 | 7,5 mH | 0,90 Ω | 3% | 18 AWG",7.5,0.9,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2037.html,19.44
