PartNumber,Description,Value,DCR_Ohm,AWG,Type,URL,Price
Jantzen Audio 000-1403,"Jantzen Audio 000-1403 | 0,50 mH | 0,38 Ω | 3% | 18 AWG",0.5,0.38,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1403.html,10.45
Jantzen Audio 000-5215,"Jantzen Audio 000-5215 | 0,50 mH | 0,06 Ω | 3% | 15 AWG",0.5,0.06,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5215.html,10.45
Jantzen Audio 000-1401,"Jantzen Audio 000-1401 | 0,50 mH | 0,33 Ω | 3% | 18 AWG",0.5,0.33,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1401.html,11.45
Jantzen Audio 000-0950,"Jantzen Audio 000-0950 | 0,50 mH | 0,26 Ω | 3% | 17 AWG",0.5,0.26,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0950.html,11.95
Jantzen Audio 000-1505,"Jantzen Audio 000-1505 | 0,5 mH | 0,26 Ω | 3% | 17 AWG",0.5,0.26,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1505.html,13.46
Jantzen Audio 000-1267,"Jantzen Audio 000-1267 | 0,5 mH | 0,21 Ω | 3% | 15 AWG",0.5,0.21,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1267.html,16.46
Jantzen Audio 000-L-0050,"Jantzen Audio 000-L-0050 | 0,5 mH | 0,25 Ω | 3% | 15 AWG",0.5,0.25,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0050.html,20.45
Jantzen Audio 000-0981,"Jantzen Audio 000-0981 | 0,50 mH | 0,16 Ω | 3% | 14 AWG",0.5,0.16,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0981.html,21.45
Jantzen Audio 000-7724,"Jantzen Audio 000-7724 | 0,50 mH | 0,24 Ω | 2% | 16 AWG",0.5,0.24,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7724.html,29.45
Jantzen Audio 000-8584,"Jantzen Audio 000-8584 | 0,5 mH | 0,24 Ω | 2% | 16 AWG",0.5,0.24,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8584.html,30.46
Jantzen Audio 000-7342,"Jantzen Audio 000-7342 | 0,50 mH | 0,17 Ω | 2% | 14 AWG",0.5,0.17,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7342.html,38.45
Jantzen Audio 000-8324,"Jantzen Audio 000-8324 | 0,50 mH | 0,17 Ω | 2% | 14 AWG",0.5,0.17,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8324.html,42.45
Jantzen Audio 000-8050,"Jantzen Audio 000-8050 | 0,50 mH | 0,13 Ω | 2% | 12 AWG",0.5,0.13,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8050.html,62.45
Jantzen Audio 000-0195,"Jantzen Audio 000-0195 | 0,51 mH | 0,204 Ω | 3% | 15 AWG",0.51,0.204,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0195.html,17.94
Jantzen Audio 000-7726,"Jantzen Audio 000-7726 | 0,51 mH | 0,24 Ω | 2% | 16 AWG",0.51,0.24,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7726.html,27.45
Dayton Audio LW14-51,Dayton Audio LW14-51 | 0.51 mH | 0.17 Ω | 3% | 14 AWG,0.51,0.17,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw14-51.html,31.45
Jantzen Audio 000-8325,"Jantzen Audio 000-8325 | 0,51 mH | 0,17 Ω | 2% | 14 AWG",0.51,0.17,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8325.html,43.95
Jantzen Audio 000-8051,"Jantzen Audio 000-8051 | 0,51 mH | 0,13 Ω | 2% | 12 AWG",0.51,0.13,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8051.html,63.0
Jantzen Audio 000-1545,"Jantzen Audio 000-1545 | 0,52 mH | 0,34 Ω | 3% | 18 AWG",0.52,0.34,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1545.html,10.45
Jantzen Audio 000-0925,"Jantzen Audio 000-0925 | 0,52 mH | 0,261 Ω | 3% | 17 AWG",0.52,0.261,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0925.html,13.46
Jantzen Audio 000-1479,"Jantzen Audio 000-1479 | 0,52 mH | 0,21 Ω | 3% | 15 AWG",0.52,0.21,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1479.html,16.46
Jantzen Audio 000-8586,"Jantzen Audio 000-8586 | 0,52 mH | 0,25 Ω | 2% | 16 AWG",0.52,0.25,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8586.html,30.46
Jantzen Audio 000-0210,"Jantzen Audio 000-0210 | 0,53 mH | 0,21 Ω | 3% | 15 AWG",0.53,0.21,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0210.html,18.45
Jantzen Audio 000-0929,"Jantzen Audio 000-0929 | 0,54 mH | 0,385 Ω | 3% | 18 AWG",0.54,0.385,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0929.html,9.95
Jantzen Audio 000-8588,"Jantzen Audio 000-8588 | 0,54 mH | 0,26 Ω | 2% | 16 AWG",0.54,0.26,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8588.html,30.95
Jantzen Audio 000-1509,"Jantzen Audio 000-1509 | 0,55 mH | 0,3 Ω | 3% | 17 AWG",0.55,0.3,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1509.html,14.45
Jantzen Audio 000-1036,"Jantzen Audio 000-1036 | 0,55 mH | 0,22 Ω | 3% | 15 AWG",0.55,0.22,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1036.html,17.45
Jantzen Audio 000-L-0055,"Jantzen Audio 000-L-0055 | 0,55 mH | 0,25 Ω | 3% | 15 AWG",0.55,0.25,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0055.html,20.45
Jantzen Audio 000-7733,"Jantzen Audio 000-7733 | 0,55 mH | 0,25 Ω | 2% | 16 AWG",0.55,0.25,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7733.html,29.45
Jantzen Audio 000-8589,"Jantzen Audio 000-8589 | 0,55 mH | 0,26 Ω | 2% | 16 AWG",0.55,0.26,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8589.html,31.45
Jantzen Audio 000-2377,"Jantzen Audio 000-2377 | 0,56 mH | 0,17 Ω | 3% | 18 AWG",0.56,0.17,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2377.html,7.45
Jantzen Audio 000-1678,"Jantzen Audio 000-1678 | 0,56 mH | 0,36 Ω | 3% | 18 AWG",0.56,0.36,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1678.html,9.45
Jantzen Audio 000-2055,"Jantzen Audio 000-2055 | 0,56 mH | 0,13 Ω | 3% | 17 AWG",0.56,0.13,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2055.html,9.45
Jantzen Audio 000-5083,"Jantzen Audio 000-5083 | 0,56 mH | 0,12 Ω | 3% | 18 AWG",0.56,0.12,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5083.html,9.45
Jantzen Audio 000-1373,"Jantzen Audio 000-1373 | 0,56 mH | 0,40 Ω | 3% | 18 AWG",0.56,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1373.html,9.95
Jantzen Audio 000-1990,"Jantzen Audio 000-1990 | 0,56 mH | 0,39 Ω | 3% | 18 AWG",0.56,0.39,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1990.html,9.95
Jantzen Audio 000-1035,"Jantzen Audio 000-1035 | 0,56 mH | 0,34 Ω | 3% | 18 AWG",0.56,0.34,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1035.html,9.95
"Mundorf L100-0,56","Mundorf L100-0,56 | 0,56 mH | 0,36 Ω | 2% | 18 AWG",0.56,0.36,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-056.html,10.95
"Mundorf P100-0,56","Mundorf P100-0,56 | 0,56 mH | 0,21 Ω | 3% | 18 AWG",0.56,0.21,18.0,Air Core,https://www.soundimports.eu/en/mundorf-p100-056.html,11.45
Jantzen Audio 000-1210,"Jantzen Audio 000-1210 | 0,56 mH | 0,3 Ω | 3% | 17 AWG",0.56,0.3,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1210.html,12.45
Jantzen Audio 000-0888,"Jantzen Audio 000-0888 | 0,56 mH | 0,27 Ω | 3% | 17 AWG",0.56,0.27,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0888.html,12.45
Jantzen Audio 000-5180,"Jantzen Audio 000-5180 | 0,56 mH | 0,08 Ω | 3% | 15 AWG",0.56,0.08,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5180.html,12.95
Jantzen Audio 000-5435,"Jantzen Audio 000-5435 | 0,56 mH | 0,06 Ω | 3% | 14 AWG",0.56,0.06,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5435.html,14.96
Intertechnik LU44/056/100,"Intertechnik LU44/056/100 | 0,56 mH | 0,42 Ω | 3% | 18 AWG",0.56,0.42,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu44-056-100.html,16.95
Intertechnik LUT44/056/10,"Intertechnik LUT44/056/10 | 0,56 mH | 0,44 Ω | 3% | 18 AWG",0.56,0.44,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lut44-056-10.html,17.94
Jantzen Audio 000-1896,"Jantzen Audio 000-1896 | 0,56 mH | 0,22 Ω | 3% | 15 AWG",0.56,0.22,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1896.html,18.45
Jantzen Audio 000-0011,"Jantzen Audio 000-0011 | 0,56 mH | 0,18 Ω | 3% | 14 AWG",0.56,0.18,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0011.html,22.45
Jantzen Audio 000-L-0056,"Jantzen Audio 000-L-0056 | 0,56 mH | 0,24 Ω | 3% | 15 AWG",0.56,0.24,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0056.html,22.45
Intertechnik LU62/056/140,"Intertechnik LU62/056/140 | 0,56 mH | 0,22 Ω | 3% | 15 AWG",0.56,0.22,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-056-140.html,25.45
Jantzen Audio 000-0111,"Jantzen Audio 000-0111 | 0,56 mH | 0,14 Ω | 3% | 13 AWG",0.56,0.14,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0111.html,27.45
Jantzen Audio 000-7736,"Jantzen Audio 000-7736 | 0,56 mH | 0,21 Ω | 2% | 16 AWG",0.56,0.21,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7736.html,28.45
Intertechnik AT55/056/132,"Intertechnik AT55/056/132 | 0,56 mH | 0,23 Ω | 3% | 16 AWG",0.56,0.23,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-at55-056-132.html,31.45
Jantzen Audio 000-8590,"Jantzen Audio 000-8590 | 0,56 mH | 0,27 Ω | 2% | 16 AWG",0.56,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8590.html,31.45
Dayton Audio CF16-56,Dayton Audio CF16-56 | 0.56 mH | 0.25 Ω | 3% | 16 AWG,0.56,0.25,16.0,Air Core,https://www.soundimports.eu/en/dayton-audio-cf16-56.html,31.96
"Mundorf CFC16-0,56","Mundorf CFC16-0,56 | 0,56 mH | 0,26 Ω | 2% | 16,5 AWG",0.56,0.26,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-056.html,31.99
Jantzen Audio 000-7352,"Jantzen Audio 000-7352 | 0,56 mH | 0,18 Ω | 2% | 14 AWG",0.56,0.18,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7352.html,39.95
Intertechnik LU92/056/200,"Intertechnik LU92/056/200 | 0,56 mH | 0,12 Ω | 3% | 12 AWG",0.56,0.12,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu92-056-200.html,44.46
Jantzen Audio 000-8330,"Jantzen Audio 000-8330 | 0,56 mH | 0,18 Ω | 2% | 14 AWG",0.56,0.18,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8330.html,45.45
Intertechnik TRI62/056/0.50,"Intertechnik TRI62/056/0.50 | 0,56 mH | 0,257 Ω | 1% | 7 x 24 AWG",0.56,0.257,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri62-056-0-50.html,47.95
"Mundorf CFC14-0,56","Mundorf CFC14-0,56 | 0,56 mH | 0,18 Ω | 2% | 14 AWG",0.56,0.18,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-056.html,49.95
Jantzen Audio 000-7050,"Jantzen Audio 000-7050 | 0,56 mH | 0,13 Ω | 2% | 12 AWG",0.56,0.13,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7050.html,59.96
Intertechnik TRI92/0.56/0.60,"Intertechnik TRI92/0.56/0.60 | 0,56 mH | 0,19 Ω | 1% | 7 x 23 AWG",0.56,0.19,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-0-56-0-60.html,59.96
Jantzen Audio 000-8056,"Jantzen Audio 000-8056 | 0,56 mH | 0,14 Ω | 2% | 12 AWG",0.56,0.14,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8056.html,63.95
Intertechnik TRI92/0.56/0.80,"Intertechnik TRI92/0.56/0.80 | 0,56 mH | 0,12 Ω | 1% | 7 x 20 AWG",0.56,0.12,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-0-56-0-80.html,79.94
Jantzen Audio 000-1302,"Jantzen Audio 000-1302 | 0,58 mH | 0,31 Ω | 3% | 17 AWG",0.58,0.31,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1302.html,12.95
Jantzen Audio 000-8591,"Jantzen Audio 000-8591 | 0,58 mH | 0,27 Ω | 2% | 16 AWG",0.58,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8591.html,31.96
Jantzen Audio 000-7743,"Jantzen Audio 000-7743 | 0,59 mH | 0,27 Ω | 2% | 16 AWG",0.59,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7743.html,29.45
Jantzen Audio 000-2184,"Jantzen Audio 000-2184 | 0,60 mH | 0,18 Ω | 3% | 18 AWG",0.6,0.18,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2184.html,7.45
Dayton Audio LW18-60,Dayton Audio LW18-60 | 0.60 mH | 0.38 Ω | 3% | 18 AWG,0.6,0.38,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw18-60.html,8.95
Jantzen Audio 000-1967,"Jantzen Audio 000-1967 | 0,6 mH | 0,36 Ω | 3% | 18 AWG",0.6,0.36,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1967.html,9.45
Jantzen Audio 000-1951,"Jantzen Audio 000-1951 | 0,60 mH | 0,37 Ω | 3% | 18 AWG",0.6,0.37,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1951.html,9.45
Jantzen Audio 000-1991,"Jantzen Audio 000-1991 | 0,60 mH | 0,41 Ω | 3% | 18 AWG",0.6,0.41,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1991.html,9.95
Jantzen Audio 000-1851,"Jantzen Audio 000-1851 | 0,60 mH | 0,41 Ω | 3% | 18 AWG",0.6,0.41,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1851.html,10.45
Jantzen Audio 000-0912,"Jantzen Audio 000-0912 | 0,60 mH | 0,279 Ω | 3% | 17 AWG",0.6,0.279,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0912.html,12.45
Jantzen Audio 000-1444,"Jantzen Audio 000-1444 | 0,60 mH | 0,23 Ω | 3% | 15 AWG",0.6,0.23,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1444.html,18.95
Jantzen Audio 000-L-0060,"Jantzen Audio 000-L-0060 | 0,6 mH | 0,26 Ω | 3% | 15 AWG",0.6,0.26,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0060.html,22.95
Jantzen Audio 000-0052,"Jantzen Audio 000-0052 | 0,60 mH | 0,184 Ω | 3% | 14 AWG",0.6,0.184,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0052.html,22.95
Jantzen Audio 000-0151,"Jantzen Audio 000-0151 | 0,60 mH | 0,15 Ω | 3% | 13 AWG",0.6,0.15,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0151.html,27.45
Jantzen Audio 000-7746,"Jantzen Audio 000-7746 | 0,6 mH | 0,25 Ω | 2% | 16 AWG",0.6,0.25,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7746.html,29.45
Jantzen Audio 000-8593,"Jantzen Audio 000-8593 | 0,60 mH | 0,27 Ω | 2% | 16 AWG",0.6,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8593.html,32.45
Jantzen Audio 000-7358,"Jantzen Audio 000-7358 | 0,60 mH | 0,18 Ω | 2% | 14 AWG",0.6,0.18,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7358.html,40.95
Dayton Audio LW14-60,Dayton Audio LW14-60 | 0.60 mH | 0.19 Ω | 3% | 14 AWG,0.6,0.19,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw14-60.html,44.95
Jantzen Audio 000-8333,"Jantzen Audio 000-8333 | 0,60 mH | 0,20 Ω | 2% | 14 AWG",0.6,0.2,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8333.html,46.45
Jantzen Audio 000-8060,"Jantzen Audio 000-8060 | 0,60 mH | 0,14 Ω | 2% | 12 AWG",0.6,0.14,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8060.html,63.45
Jantzen Audio 000-7749,"Jantzen Audio 000-7749 | 0,61 mH | 0,27 Ω | 2% | 16 AWG",0.61,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7749.html,30.46
Jantzen Audio 000-2347,"Jantzen Audio 000-2347 | 0,62 mH | 0,15 Ω | 3% | 18 AWG",0.62,0.15,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2347.html,7.95
Jantzen Audio 000-0927,"Jantzen Audio 000-0927 | 0,62 mH | 0,38 Ω | 3% | 18 AWG",0.62,0.38,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0927.html,10.45
Jantzen Audio 000-0012,"Jantzen Audio 000-0012 | 0,62 mH | 0,19 Ω | 3% | 14 AWG",0.62,0.19,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0012.html,23.45
Jantzen Audio 000-0112,"Jantzen Audio 000-0112 | 0,62 mH | 0,15 Ω | 3% | 13 AWG",0.62,0.15,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0112.html,28.96
Dayton Audio CF16-62,Dayton Audio CF16-62 | 0.62 mH | 0.28 Ω | 3% | 16 AWG,0.62,0.28,16.0,Air Core,https://www.soundimports.eu/en/dayton-audio-cf16-62.html,32.95
Jantzen Audio 000-8595,"Jantzen Audio 000-8595 | 0,62 mH | 0,27 Ω | 2% | 16 AWG",0.62,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8595.html,32.95
Jantzen Audio 000-7360,"Jantzen Audio 000-7360 | 0,62 mH | 0,19 Ω | 2% | 14 AWG",0.62,0.19,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7360.html,42.45
Jantzen Audio 000-8335,"Jantzen Audio 000-8335 | 0,62 mH | 0,20 Ω | 2% | 14 AWG",0.62,0.2,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8335.html,46.95
Jantzen Audio 000-7055,"Jantzen Audio 000-7055 | 0,62 mH | 0,14 Ω | 2% | 12 AWG",0.62,0.14,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7055.html,62.94
Jantzen Audio 000-8062,"Jantzen Audio 000-8062 | 0,62 mH | 0,14 Ω | 2% | 12 AWG",0.62,0.14,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8062.html,64.44
Jantzen Audio 000-0165,"Jantzen Audio 000-0165 | 0,63 mH | 0,23 Ω | 3% | 15 AWG",0.63,0.23,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0165.html,19.44
Jantzen Audio 000-7755,"Jantzen Audio 000-7755 | 0,63 mH | 0,27 Ω | 2% | 16 AWG",0.63,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7755.html,31.45
Jantzen Audio 000-8596,"Jantzen Audio 000-8596 | 0,63 mH | 0,28 Ω | 2% | 16 AWG",0.63,0.28,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8596.html,32.95
Jantzen Audio 000-0913,"Jantzen Audio 000-0913 | 0,64 mH | 0,29 Ω | 3% | 17 AWG",0.64,0.29,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0913.html,12.45
Jantzen Audio 000-1731,"Jantzen Audio 000-1731 | 0,64 mH | 0,23 Ω | 3% | 15 AWG",0.64,0.23,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1731.html,18.45
Jantzen Audio 000-8597,"Jantzen Audio 000-8597 | 0,64 mH | 0,28 Ω | 2% | 16 AWG",0.64,0.28,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8597.html,32.95
Jantzen Audio 000-1952,"Jantzen Audio 000-1952 | 0,65 mH | 0,38 Ω | 3% | 18 AWG",0.65,0.38,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1952.html,10.45
Jantzen Audio 000-1085,"Jantzen Audio 000-1085 | 0,65 mH | 0,43 Ω | 3% | 18 AWG",0.65,0.43,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1085.html,10.45
Jantzen Audio 000-1791,"Jantzen Audio 000-1791 | 0,65 mH | 0,32 Ω | 3% | 17 AWG",0.65,0.32,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1791.html,15.45
Jantzen Audio 000-1416,"Jantzen Audio 000-1416 | 0,65 mH | 0,24 Ω | 3% | 15 AWG",0.65,0.24,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1416.html,19.44
Jantzen Audio 000-0142,"Jantzen Audio 000-0142 | 0,65 mH | 0,15 Ω | 3% | 13 AWG",0.65,0.15,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0142.html,28.96
Jantzen Audio 000-7760,"Jantzen Audio 000-7760 | 0,65 mH | 0,28 Ω | 2% | 16 AWG",0.65,0.28,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7760.html,31.45
Jantzen Audio 000-8599,"Jantzen Audio 000-8599 | 0,67 mH | 0,30 Ω | 2% | 16 AWG",0.67,0.3,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8599.html,33.44
Jantzen Audio 000-2368,"Jantzen Audio 000-2368 | 0,68 mH | 0,19 Ω | 3% | 18 AWG",0.68,0.19,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2368.html,7.95
Jantzen Audio 000-1997,"Jantzen Audio 000-1997 | 0,68 mH | 0,44 Ω | 3% | 18 AWG",0.68,0.44,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1997.html,10.95
Jantzen Audio 000-1287,"Jantzen Audio 000-1287 | 0,68 mH | 0,4 Ω | 3% | 18 AWG",0.68,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1287.html,10.95
Jantzen Audio 000-1282,"Jantzen Audio 000-1282 | 0,68 mH | 0,40 Ω | 3% | 18 AWG",0.68,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1282.html,10.95
Jantzen Audio 000-1537,"Jantzen Audio 000-1537 | 0,68 mH | 0,44 Ω | 3% | 18 AWG",0.68,0.44,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1537.html,11.45
"Mundorf L100-0,68","Mundorf L100-0,68 | 0,68 mH | 0,39 Ω | 2% | 18 AWG",0.68,0.39,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-068.html,11.95
"Mundorf P100-0,68","Mundorf P100-0,68 | 0,68 mH | 0,23 Ω | 3% | 18 AWG",0.68,0.23,18.0,Air Core,https://www.soundimports.eu/en/mundorf-p100-068.html,11.99
Jantzen Audio 000-2201,"Jantzen Audio 000-2201 | 0,68 mH | 0,12 Ω | 3% | 15 AWG",0.68,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2201.html,12.45
Jantzen Audio 000-1305,"Jantzen Audio 000-1305 | 0,68 mH | 0,32 Ω | 3% | 17 AWG",0.68,0.32,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1305.html,14.45
Jantzen Audio 000-5434,"Jantzen Audio 000-5434 | 0,68 mH | 0,06 Ω | 3% | 14 AWG",0.68,0.06,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5434.html,15.45
Intertechnik LU44/068/100,"Intertechnik LU44/068/100 | 0,68 mH | 0,47 Ω | 3% | 18 AWG",0.68,0.47,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu44-068-100.html,17.45
Jantzen Audio 000-1854,"Jantzen Audio 000-1854 | 0,68 mH | 0,25 Ω | 3% | 15 AWG",0.68,0.25,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1854.html,18.45
Jantzen Audio 000-5817,"Jantzen Audio 000-5817 | 0,68 mH | 0,051 Ω | 3% | 13 AWG",0.68,0.051,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5817.html,18.45
Intertechnik LUT44/068/10,"Intertechnik LUT44/068/10 | 0,68 mH | 0,50 Ω | 3% | 18 AWG",0.68,0.5,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lut44-068-10.html,18.95
Dayton Audio CF16-68,Dayton Audio CF16-68 | 0.68 mH | 0.29 Ω | 3% | 16 AWG,0.68,0.29,16.0,Air Core,https://www.soundimports.eu/en/dayton-audio-cf16-68.html,22.95
Jantzen Audio 000-0013,"Jantzen Audio 000-0013 | 0,68 mH | 0,19 Ω | 3% | 14 AWG",0.68,0.19,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0013.html,24.45
Intertechnik LU62/068/140,"Intertechnik LU62/068/140 | 0,68 mH | 0,24 Ω | 3% | 15 AWG",0.68,0.24,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-068-140.html,26.45
Jantzen Audio 000-0113,"Jantzen Audio 000-0113 | 0,68 mH | 0,16 Ω | 3% | 13 AWG",0.68,0.16,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0113.html,30.46
Jantzen Audio 000-7766,"Jantzen Audio 000-7766 | 0,68 mH | 0,29 Ω | 2% | 16 AWG",0.68,0.29,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7766.html,31.45
Intertechnik AT55/068/132,"Intertechnik AT55/068/132 | 0,68 mH | 0,26 Ω | 3% | 16 AWG",0.68,0.26,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-at55-068-132.html,31.96
