PartNumber,Description,Value,DCR_Ohm,AWG,Type,URL,Price
Jantzen Audio 000-0151,"Jantzen Audio 000-0151 | 0,60 mH | 0,15 Ω | 3% | 13 AWG",0.6,0.15,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0151.html,22.69
Jantzen Audio 000-7746,"Jantzen Audio 000-7746 | 0,6 mH | 0,25 Ω | 2% | 16 AWG",0.6,0.25,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7746.html,24.34
Jantzen Audio 000-8593,"Jantzen Audio 000-8593 | 0,60 mH | 0,27 Ω | 2% | 16 AWG",0.6,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8593.html,26.82
Jantzen Audio 000-7358,"Jantzen Audio 000-7358 | 0,60 mH | 0,18 Ω | 2% | 14 AWG",0.6,0.18,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7358.html,33.84
Dayton Audio LW14-60,Dayton Audio LW14-60 | 0.60 mH | 0.19 Ω | 3% | 14 AWG,0.6,0.19,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw14-60.html,37.15
Jantzen Audio 000-8333,"Jantzen Audio 000-8333 | 0,60 mH | 0,20 Ω | 2% | 14 AWG",0.6,0.2,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8333.html,38.39
Jantzen Audio 000-8060,"Jantzen Audio 000-8060 | 0,60 mH | 0,14 Ω | 2% | 12 AWG",0.6,0.14,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8060.html,52.44
Jantzen Audio 000-1353,"Jantzen Audio 000-1353 | 0,61 mH | 0,82 Ω | 3% | 22 AWG",0.61,0.82,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1353.html,5.33
Jantzen Audio 000-7749,"Jantzen Audio 000-7749 | 0,61 mH | 0,27 Ω | 2% | 16 AWG",0.61,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7749.html,25.17
Jantzen Audio 000-2224,"Jantzen Audio 000-2224 | 0,62 mH | 0,27 Ω | 3% | 20 AWG",0.62,0.27,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2224.html,5.33
Jantzen Audio 000-1558,"Jantzen Audio 000-1558 | 0,62 mH | 0,55 Ω | 3% | 20 AWG",0.62,0.55,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1558.html,6.57
Jantzen Audio 000-2347,"Jantzen Audio 000-2347 | 0,62 mH | 0,15 Ω | 3% | 18 AWG",0.62,0.15,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2347.html,6.57
Jantzen Audio 000-0927,"Jantzen Audio 000-0927 | 0,62 mH | 0,38 Ω | 3% | 18 AWG",0.62,0.38,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0927.html,8.64
Jantzen Audio 000-0012,"Jantzen Audio 000-0012 | 0,62 mH | 0,19 Ω | 3% | 14 AWG",0.62,0.19,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0012.html,19.38
Jantzen Audio 000-0112,"Jantzen Audio 000-0112 | 0,62 mH | 0,15 Ω | 3% | 13 AWG",0.62,0.15,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0112.html,23.93
Dayton Audio CF16-62,Dayton Audio CF16-62 | 0.62 mH | 0.28 Ω | 3% | 16 AWG,0.62,0.28,16.0,Air Core,https://www.soundimports.eu/en/dayton-audio-cf16-62.html,27.23
Jantzen Audio 000-8595,"Jantzen Audio 000-8595 | 0,62 mH | 0,27 Ω | 2% | 16 AWG",0.62,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8595.html,27.23
Jantzen Audio 000-7360,"Jantzen Audio 000-7360 | 0,62 mH | 0,19 Ω | 2% | 14 AWG",0.62,0.19,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7360.html,35.08
Jantzen Audio 000-8335,"Jantzen Audio 000-8335 | 0,62 mH | 0,20 Ω | 2% | 14 AWG",0.62,0.2,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8335.html,38.8
Jantzen Audio 000-7055,"Jantzen Audio 000-7055 | 0,62 mH | 0,14 Ω | 2% | 12 AWG",0.62,0.14,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7055.html,52.02
Jantzen Audio 000-8062,"Jantzen Audio 000-8062 | 0,62 mH | 0,14 Ω | 2% | 12 AWG",0.62,0.14,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8062.html,53.26
Jantzen Audio 000-0165,"Jantzen Audio 000-0165 | 0,63 mH | 0,23 Ω | 3% | 15 AWG",0.63,0.23,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0165.html,16.07
Jantzen Audio 000-7755,"Jantzen Audio 000-7755 | 0,63 mH | 0,27 Ω | 2% | 16 AWG",0.63,0.27,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7755.html,25.99
Jantzen Audio 000-8596,"Jantzen Audio 000-8596 | 0,63 mH | 0,28 Ω | 2% | 16 AWG",0.63,0.28,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8596.html,27.23
Jantzen Audio 000-2014,"Jantzen Audio 000-2014 | 0,64 mH | 0,33 Ω | 3% | 21 AWG",0.64,0.33,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2014.html,5.33
Jantzen Audio 000-0913,"Jantzen Audio 000-0913 | 0,64 mH | 0,29 Ω | 3% | 17 AWG",0.64,0.29,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0913.html,10.29
Jantzen Audio 000-1731,"Jantzen Audio 000-1731 | 0,64 mH | 0,23 Ω | 3% | 15 AWG",0.64,0.23,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1731.html,15.25
Jantzen Audio 000-8597,"Jantzen Audio 000-8597 | 0,64 mH | 0,28 Ω | 2% | 16 AWG",0.64,0.28,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8597.html,27.23
Jantzen Audio 000-1772,"Jantzen Audio 000-1772 | 0,65 mH | 1,68 Ω | 3% | 26 AWG",0.65,1.68,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1772.html,3.68
Jantzen Audio 000-1929,"Jantzen Audio 000-1929 | 0,65 mH | 0,56 Ω | 3% | 20 AWG",0.65,0.56,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1929.html,6.57
Jantzen Audio 000-1952,"Jantzen Audio 000-1952 | 0,65 mH | 0,38 Ω | 3% | 18 AWG",0.65,0.38,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1952.html,8.64
Jantzen Audio 000-1085,"Jantzen Audio 000-1085 | 0,65 mH | 0,43 Ω | 3% | 18 AWG",0.65,0.43,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1085.html,8.64
Jantzen Audio 000-1791,"Jantzen Audio 000-1791 | 0,65 mH | 0,32 Ω | 3% | 17 AWG",0.65,0.32,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1791.html,12.77
Jantzen Audio 000-1416,"Jantzen Audio 000-1416 | 0,65 mH | 0,24 Ω | 3% | 15 AWG",0.65,0.24,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1416.html,16.07
Jantzen Audio 000-0142,"Jantzen Audio 000-0142 | 0,65 mH | 0,15 Ω | 3% | 13 AWG",0.65,0.15,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0142.html,23.93
Jantzen Audio 000-7760,"Jantzen Audio 000-7760 | 0,65 mH | 0,28 Ω | 2% | 16 AWG",0.65,0.28,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7760.html,25.99
Jantzen Audio 000-0179,"Jantzen Audio 000-0179 | 0,67 mH | 0,55 Ω | 3% | 20 AWG",0.67,0.55,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0179.html,6.98
Jantzen Audio 000-8599,"Jantzen Audio 000-8599 | 0,67 mH | 0,30 Ω | 2% | 16 AWG",0.67,0.3,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8599.html,27.64
Jantzen Audio 000-1542,"Jantzen Audio 000-1542 | 0,68 mH | 3,53 Ω | 3% | 29 AWG",0.68,3.53,29.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1542.html,4.09
Jantzen Audio 000-1853,"Jantzen Audio 000-1853 | 0,68 mH | 1,22 Ω | 3% | 24 AWG",0.68,1.22,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1853.html,4.5
Jantzen Audio 000-2305,"Jantzen Audio 000-2305 | 0,68 mH | 0,23 Ω | 3% | 20 AWG",0.68,0.23,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2305.html,5.33
Jantzen Audio 000-0295,"Jantzen Audio 000-0295 | 0,68 mH | 0,87 Ω | 3% | 22 AWG",0.68,0.87,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0295.html,5.33
Intertechnik HQR32/068/71,"Intertechnik HQR32/068/71 | 0,68 mH | 0,39 Ω | 5% | 21 AWG",0.68,0.39,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hqr32-068-71.html,5.33
Jantzen Audio 000-2227,"Jantzen Audio 000-2227 | 0,68 mH | 0,27 Ω | 3% | 20 AWG",0.68,0.27,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2227.html,5.33
Jantzen Audio 000-1044,"Jantzen Audio 000-1044 | 0,68 mH | 0,70 Ω | 3% | 21 AWG",0.68,0.7,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1044.html,5.74
Jantzen Audio 000-1907,"Jantzen Audio 000-1907 | 0,68 mH | 0,82 Ω | 3% | 21 AWG",0.68,0.82,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1907.html,6.16
Jantzen Audio 000-1852,"Jantzen Audio 000-1852 | 0,68 mH | 0,56 Ω | 3% | 20 AWG",0.68,0.56,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1852.html,6.57
Jantzen Audio 000-2368,"Jantzen Audio 000-2368 | 0,68 mH | 0,19 Ω | 3% | 18 AWG",0.68,0.19,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2368.html,6.57
Intertechnik LU32/068/071,"Intertechnik LU32/068/071 | 0,68 mH | 0,72 Ω | 3% | 21 AWG",0.68,0.72,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu32-068-071.html,8.22
Jantzen Audio 000-1997,"Jantzen Audio 000-1997 | 0,68 mH | 0,44 Ω | 3% | 18 AWG",0.68,0.44,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1997.html,9.05
Jantzen Audio 000-1287,"Jantzen Audio 000-1287 | 0,68 mH | 0,4 Ω | 3% | 18 AWG",0.68,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1287.html,9.05
Jantzen Audio 000-1282,"Jantzen Audio 000-1282 | 0,68 mH | 0,40 Ω | 3% | 18 AWG",0.68,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1282.html,9.05
Jantzen Audio 000-1537,"Jantzen Audio 000-1537 | 0,68 mH | 0,44 Ω | 3% | 18 AWG",0.68,0.44,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1537.html,9.46
"Mundorf L100-0,68","Mundorf L100-0,68 | 0,68 mH | 0,39 Ω | 2% | 18 AWG",0.68,0.39,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-068.html,9.88
"Mundorf P100-0,68","Mundorf P100-0,68 | 0,68 mH | 0,23 Ω | 3% | 18 AWG",0.68,0.23,18.0,Air Core,https://www.soundimports.eu/en/mundorf-p100-068.html,9.91
Jantzen Audio 000-2201,"Jantzen Audio 000-2201 | 0,68 mH | 0,12 Ω | 3% | 15 AWG",0.68,0.12,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2201.html,10.29
Jantzen Audio 000-1305,"Jantzen Audio 000-1305 | 0,68 mH | 0,32 Ω | 3% | 17 AWG",0.68,0.32,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1305.html,11.94
Jantzen Audio 000-5434,"Jantzen Audio 000-5434 | 0,68 mH | 0,06 Ω | 3% | 14 AWG",0.68,0.06,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5434.html,12.77
Intertechnik LU44/068/100,"Intertechnik LU44/068/100 | 0,68 mH | 0,47 Ω | 3% | 18 AWG",0.68,0.47,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu44-068-100.html,14.42
Jantzen Audio 000-1854,"Jantzen Audio 000-1854 | 0,68 mH | 0,25 Ω | 3% | 15 AWG",0.68,0.25,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1854.html,15.25
Jantzen Audio 000-5817,"Jantzen Audio 000-5817 | 0,68 mH | 0,051 Ω | 3% | 13 AWG",0.68,0.051,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5817.html,15.25
Intertechnik LUT44/068/10,"Intertechnik LUT44/068/10 | 0,68 mH | 0,50 Ω | 3% | 18 AWG",0.68,0.5,18.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lut44-068-10.html,15.66
Dayton Audio CF16-68,Dayton Audio CF16-68 | 0.68 mH | 0.29 Ω | 3% | 16 AWG,0.68,0.29,16.0,Air Core,https://www.soundimports.eu/en/dayton-audio-cf16-68.html,18.97
Intertechnik CO30/068/071,"Intertechnik CO30/068/071 | 0,68 mH | 0,40 Ω | 5% | 21 AWG",0.68,0.4,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-co30-068-071.html,19.79
Jantzen Audio 000-0013,"Jantzen Audio 000-0013 | 0,68 mH | 0,19 Ω | 3% | 14 AWG",0.68,0.19,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0013.html,20.21
Intertechnik LU62/068/140,"Intertechnik LU62/068/140 | 0,68 mH | 0,24 Ω | 3% | 15 AWG",0.68,0.24,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu62-068-140.html,21.86
Jantzen Audio 000-0113,"Jantzen Audio 000-0113 | 0,68 mH | 0,16 Ω | 3% | 13 AWG",0.68,0.16,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0113.html,25.17
Jantzen Audio 000-7766,"Jantzen Audio 000-7766 | 0,68 mH | 0,29 Ω | 2% | 16 AWG",0.68,0.29,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7766.html,25.99
Intertechnik AT55/068/132,"Intertechnik AT55/068/132 | 0,68 mH | 0,26 Ω | 3% | 16 AWG",0.68,0.26,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-at55-068-132.html,26.41
"Mundorf CFC16-0,68","Mundorf CFC16-0,68 | 0,68 mH | 0,29 Ω | 2% | 16,5 AWG",0.68,0.29,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-068.html,28.06
Jantzen Audio 000-8600,"Jantzen Audio 000-8600 | 0,68 mH | 0,3 Ω | 2% | 16 AWG",0.68,0.3,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8600.html,28.06
Jantzen Audio 000-7366,"Jantzen Audio 000-7366 | 0,68 mH | 0,21 Ω | 2% | 14 AWG",0.68,0.21,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7366.html,35.5
Jantzen Audio 000-8340,"Jantzen Audio 000-8340 | 0,68 mH | 0,21 Ω | 2% | 14 AWG",0.68,0.21,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8340.html,39.21
Intertechnik LU92/068/200,"Intertechnik LU92/068/200 | 0,68 mH | 0,13 Ω | 3% | 12 AWG",0.68,0.13,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu92-068-200.html,39.63
Intertechnik TRI62/068/0.50,"Intertechnik TRI62/068/0.50 | 0,68 mH | 0,285 Ω | 1% | 7 x 24 AWG",0.68,0.285,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri62-068-0-50.html,42.11
"Mundorf CFC14-0,68","Mundorf CFC14-0,68 | 0,68 mH | 0,20 Ω | 2% | 14 AWG",0.68,0.2,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-068.html,45.41
Jantzen Audio 000-7060,"Jantzen Audio 000-7060 | 0,68 mH | 0,15 Ω | 2% | 12 AWG",0.68,0.15,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7060.html,54.09
Intertechnik TRI92/0.68/0.60,"Intertechnik TRI92/0.68/0.60 | 0,68 mH | 0,21 Ω | 1% | 7 x 23 AWG",0.68,0.21,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-0-68-0-60.html,56.57
Jantzen Audio 000-8068,"Jantzen Audio 000-8068 | 0,68 mH | 0,16 Ω | 2% | 12 AWG",0.68,0.16,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8068.html,58.22
Intertechnik TRI92/0.68/0.80,"Intertechnik TRI92/0.68/0.80 | 0,68 mH | 0,14 Ω | 1% | 7 x 20 AWG",0.68,0.14,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-0-68-0-80.html,76.41
Jantzen Audio 000-0821,"Jantzen Audio 000-0821 | 0,69 mH | 0,4 Ω | 3% | 18 AWG",0.69,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0821.html,9.05
Jantzen Audio 000-7768,"Jantzen Audio 000-7768 | 0,69 mH | 0,29 Ω | 2% | 16 AWG",0.69,0.29,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7768.html,25.99
Jantzen Audio 000-1554,"Jantzen Audio 000-1554 | 0,70 mH | 3,87 Ω | 3% | 29 AWG",0.7,3.87,29.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1554.html,4.09
Jantzen Audio 000-1046,"Jantzen Audio 000-1046 | 0,70 mH | 1,25 Ω | 3% | 24 AWG",0.7,1.25,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1046.html,4.5
Jantzen Audio 000-2087,"Jantzen Audio 000-2087 | 0,70 mH | 0,34 Ω | 3% | 21 AWG",0.7,0.34,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2087.html,4.92
Jantzen Audio 000-1334,"Jantzen Audio 000-1334 | 0,70 mH | 0,71 Ω | 3% | 21 AWG",0.7,0.71,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1334.html,5.74
Dayton Audio AC20-70,Dayton Audio AC20-70 | 0.70 mH | 0.60 Ω | 5% | 20 AWG,0.7,0.6,20.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ac20-70.html,6.16
Jantzen Audio 000-1855,"Jantzen Audio 000-1855 | 0,70 mH | 0,57 Ω | 3% | 20 AWG",0.7,0.57,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1855.html,6.57
Jantzen Audio 000-5384,"Jantzen Audio 000-5384 | 0,70 mH | 0,14 Ω | 3% | 18 AWG",0.7,0.14,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5384.html,6.98
Jantzen Audio 000-2157,"Jantzen Audio 000-2157 | 0,7 mH | 0,2 Ω | 3% | 18 AWG",0.7,0.2,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2157.html,6.98
Dayton Audio LW18-70,Dayton Audio LW18-70 | 0.70 mH | 0.41 Ω | 3% | 18 AWG,0.7,0.41,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw18-70.html,7.98
Jantzen Audio 000-1144,"Jantzen Audio 000-1144 | 0,70 mH | 0,40 Ω | 3% | 18 AWG",0.7,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1144.html,8.22
Jantzen Audio 000-1510,"Jantzen Audio 000-1510 | 0,7 mH | 0,32 Ω | 3% | 17 AWG",0.7,0.32,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1510.html,11.94
Jantzen Audio 000-5490,"Jantzen Audio 000-5490 | 0,70 mH | 0,09 Ω | 3% | 15 AWG",0.7,0.09,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5490.html,11.94
Jantzen Audio 000-1615,"Jantzen Audio 000-1615 | 0,7 mH | 0,25 Ω | 3% | 15 AWG",0.7,0.25,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1615.html,15.66
Jantzen Audio 000-7770,"Jantzen Audio 000-7770 | 0,70 mH | 0,30 Ω | 2% | 16 AWG",0.7,0.3,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7770.html,25.99
Dayton Audio LW14-70,Dayton Audio LW14-70 | 0.70 mH | 0.21 Ω | 3% | 14 AWG,0.7,0.21,14.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw14-70.html,25.99
Jantzen Audio 000-8605,"Jantzen Audio 000-8605 | 0,70 mH | 0,30 Ω | 2% | 16 AWG",0.7,0.3,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8605.html,28.47
Jantzen Audio 000-7368,"Jantzen Audio 000-7368 | 0,70 mH | 0,21 Ω | 2% | 14 AWG",0.7,0.21,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7368.html,35.91
Jantzen Audio 000-7062,"Jantzen Audio 000-7062 | 0,70 mH | 0,15 Ω | 2% | 12 AWG",0.7,0.15,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7062.html,54.92
Jantzen Audio 000-2056,"Jantzen Audio 000-2056 | 0,71 mH | 0,17 Ω | 3% | 17 AWG",0.71,0.17,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2056.html,8.64
Jantzen Audio 000-1038,"Jantzen Audio 000-1038 | 0,72 mH | 3 Ω | 3% | 29 AWG",0.72,3.0,29.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1038.html,4.09
Jantzen Audio 000-5820,"Jantzen Audio 000-5820 | 0,72 mH | 0,14 Ω | 3% | 18 AWG",0.72,0.14,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5820.html,7.81
Jantzen Audio 000-0866,"Jantzen Audio 000-0866 | 0,72 mH | 0,40 Ω | 3% | 18 AWG",0.72,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0866.html,8.64
Jantzen Audio 000-0940,"Jantzen Audio 000-0940 | 0,72 mH | 0,26 Ω | 3% | 15 AWG",0.72,0.26,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0940.html,15.66
Jantzen Audio 000-L-0072,"Jantzen Audio 000-L-0072 | 0,72 mH | 0,29 Ω | 3% | 15 AWG",0.72,0.29,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0072.html,21.45
Jantzen Audio 000-7370,"Jantzen Audio 000-7370 | 0,72 mH | 0,21 Ω | 2% | 14 AWG",0.72,0.21,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7370.html,36.74
Jantzen Audio 000-8344,"Jantzen Audio 000-8344 | 0,73 mH | 0,22 Ω | 2% | 14 AWG",0.73,0.22,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8344.html,39.21
Jantzen Audio 000-1296,"Jantzen Audio 000-1296 | 0,74 mH | 0,94 Ω | 3% | 22 AWG",0.74,0.94,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1296.html,5.33
Jantzen Audio 000-1286,"Jantzen Audio 000-1286 | 0,74 mH | 0,42 Ω | 3% | 18 AWG",0.74,0.42,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1286.html,8.64
Jantzen Audio 000-1356,"Jantzen Audio 000-1356 | 0,75 mH | 0,74 Ω | 3% | 21 AWG",0.75,0.74,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1356.html,5.74
Jantzen Audio 000-2071,"Jantzen Audio 000-2071 | 0,75 mH | 0,30 Ω | 3% | 20 AWG",0.75,0.3,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2071.html,6.16
Jantzen Audio 000-1856,"Jantzen Audio 000-1856 | 0,75 mH | 0,59 Ω | 3% | 20 AWG",0.75,0.59,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1856.html,6.98
Jantzen Audio 000-1075,"Jantzen Audio 000-1075 | 0,75 mH | 0,42 Ω | 3% | 18 AWG",0.75,0.42,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1075.html,8.64
Jantzen Audio 000-1079,"Jantzen Audio 000-1079 | 0,75 mH | 0,45 Ω | 3% | 18 AWG",0.75,0.45,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1079.html,8.64
Jantzen Audio 000-2229,"Jantzen Audio 000-2229 | 0,75 mH | 0,16 Ω | 3% | 17 AWG",0.75,0.16,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2229.html,8.64
Jantzen Audio 000-1224,"Jantzen Audio 000-1224 | 0,75 mH | 0,32 Ω | 3% | 17 AWG",0.75,0.32,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1224.html,13.18
Jantzen Audio 000-1857,"Jantzen Audio 000-1857 | 0,75 mH | 0,26 Ω | 3% | 15 AWG",0.75,0.26,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1857.html,16.07
Jantzen Audio 000-0061,"Jantzen Audio 000-0061 | 0,75 mH | 0,205 Ω | 3% | 14 AWG",0.75,0.205,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0061.html,21.03
Jantzen Audio 000-L-0075,"Jantzen Audio 000-L-0075 | 0,75 mH | 0,3 Ω | 3% | 15 AWG",0.75,0.3,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-l-0075.html,21.45
Jantzen Audio 000-7778,"Jantzen Audio 000-7778 | 0,75 mH | 0,30 Ω | 2% | 16 AWG",0.75,0.3,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7778.html,27.64
Jantzen Audio 000-8345,"Jantzen Audio 000-8345 | 0,75 mH | 0,22 Ω | 2% | 14 AWG",0.75,0.22,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8345.html,39.21
Jantzen Audio 000-8075,"Jantzen Audio 000-8075 | 0,75 mH | 0,16 Ω | 2% | 12 AWG",0.75,0.16,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8075.html,58.64
Jantzen Audio 000-1736,"Jantzen Audio 000-1736 | 0,76 mH | 1,83 Ω | 3% | 26 AWG",0.76,1.83,26.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1736.html,4.5
Jantzen Audio 000-9076,"Jantzen Audio 000-9076 | 0,76 mH | 0,07 Ω | 2% | 8 AWG",0.76,0.07,8.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-9076.html,144.17
Jantzen Audio 000-0910,"Jantzen Audio 000-0910 | 0,78 mH | 0,75 Ω | 3% | 21 AWG",0.78,0.75,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0910.html,6.16
Jantzen Audio 000-2197,"Jantzen Audio 000-2197 | 0,78 mH | 0,21 Ω | 3% | 18 AWG",0.78,0.21,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2197.html,6.98
Jantzen Audio 000-8347,"Jantzen Audio 000-8347 | 0,78 mH | 0,22 Ω | 2% | 14 AWG",0.78,0.22,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8347.html,39.63
