PartNumber,Description,Value,DCR_Ohm,AWG,Type,URL,Price
Audyn CO62/3.9/140,"Audyn CO62/3.9/140 | 3,9 mH | 0,42 Ω | 5% | 15 AWG",3.9,0.42,15.0,Air Core,https://www.soundimports.eu/en/audyn-co62-3-9-140.html,43.35
Mundorf BS140-3.9,Mundorf BS140-3.9 | 3.9 mH | 0.20 Ω | 3% | 15 AWG,3.9,0.2,15.0,Air Core,https://www.soundimports.eu/en/mundorf-bs140-39.html,48.72
Jantzen Audio 000-6180,"Jantzen Audio 000-6180 | 3,9 mH | 0,07 Ω | 5% | 13 AWG",3.9,0.07,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6180.html,49.13
Jantzen Audio 000-0036,"Jantzen Audio 000-0036 | 3,9 mH | 0,58 Ω | 3% | 14 AWG",3.9,0.58,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0036.html,49.13
Jantzen Audio 000-6170,"Jantzen Audio 000-6170 | 3,9 mH | 0,07 Ω | 5% | 14 AWG",3.9,0.07,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6170.html,49.96
Intertechnik LU92/3.9/140,"Intertechnik LU92/3.9/140 | 3,9 mH | 0,67 Ω | 3% | 15 AWG",3.9,0.67,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu92-3-9-140.html,52.44
Jantzen Audio 000-7935,"Jantzen Audio 000-7935 | 3,9 mH | 0,82 Ω | 2% | 16 AWG",3.9,0.82,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7935.html,52.44
Jantzen Audio 000-6190,"Jantzen Audio 000-6190 | 3,9 mH | 0,05 Ω | 5% | 12 AWG",3.9,0.05,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6190.html,53.68
Jantzen Audio 000-8730,"Jantzen Audio 000-8730 | 3,9 mH | 0,83 Ω | 2% | 16 AWG",3.9,0.83,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8730.html,59.05
Intertechnik AT92/390/132,"Intertechnik AT92/390/132 | 3,9 mH | 0,72 Ω | 3% | 16 AWG",3.9,0.72,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-at92-390-132.html,59.88
"Mundorf CFC16-3,90","Mundorf CFC16-3,90 | 3,90 mH | 0,84 Ω | 2% | 16,5 AWG",3.9,0.84,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-390.html,66.07
Jantzen Audio 000-7512,"Jantzen Audio 000-7512 | 3,9 mH | 0,53 Ω | 2% | 14 AWG",3.9,0.53,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7512.html,76.41
Intertechnik TRI92/3.9/0.50,"Intertechnik TRI92/3.9/0.50 | 3,9 mH | 0,78 Ω | 1% | 7 x 24 AWG",3.9,0.78,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-3-9-0-50.html,79.71
Jantzen Audio 000-8460,"Jantzen Audio 000-8460 | 3,9 mH | 0,60 Ω | 2% | 14 AWG",3.9,0.6,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8460.html,83.84
"Mundorf CFC14-3,90","Mundorf CFC14-3,90 | 3,90 mH | 0,55 Ω | 2% | 14 AWG",3.9,0.55,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-390.html,107.4
Intertechnik LU120/3.9/20,"Intertechnik LU120/3.9/20 | 3,9 mH | 0,39 Ω | 3% | 12 AWG",3.9,0.39,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu120-3-9-20.html,119.79
Jantzen Audio 000-7120,"Jantzen Audio 000-7120 | 3,9 mH | 0,42 Ω | 2% | 12 AWG",3.9,0.42,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7120.html,127.64
Intertechnik TRI/120/3.90/0.60,"Intertechnik TRI/120/3.90/0.60 | 3,9 mH | 0,58 Ω | 1% | 7 x 23 AWG",3.9,0.58,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri-120-3-90-0-60.html,144.59
Intertechnik TRI120/3.90/0.80,"Intertechnik TRI120/3.90/0.80 | 3,9 mH | 0,39 Ω | 1% | 7 x 20 AWG",3.9,0.39,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-3-90-0-80.html,206.57
Jantzen Audio 000-2363,"Jantzen Audio 000-2363 | 4,0 mH | 1,64 Ω | 3% | 24 AWG",4.0,1.64,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2363.html,5.33
Jantzen Audio 000-1605,"Jantzen Audio 000-1605 | 4,0 mH | 3,95 Ω | 3% | 24 AWG",4.0,3.95,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1605.html,7.4
Jantzen Audio 000-5142,"Jantzen Audio 000-5142 | 4,0 mH | 0,59 Ω | 3% | 20 AWG",4.0,0.59,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5142.html,9.88
Jantzen Audio 000-1920,"Jantzen Audio 000-1920 | 4 mH | 2,15 Ω | 3% | 21 AWG",4.0,2.15,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1920.html,10.7
Jantzen Audio 000-5211,"Jantzen Audio 000-5211 | 4,0 mH | 0,37 Ω | 3% | 18 AWG",4.0,0.37,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5211.html,10.7
Jantzen Audio 000-5154,"Jantzen Audio 000-5154 | 4,0 mH | 0,425 Ω | 3% | 18 AWG",4.0,0.425,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5154.html,12.36
Jantzen Audio 000-1981,"Jantzen Audio 000-1981 | 4,0 mH | 1,70 Ω | 3% | 20 AWG",4.0,1.7,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1981.html,13.18
Dayton Audio IC184,Dayton Audio IC184 | 4.0 mH | 0.46 Ω | 3% | 18 AWG,4.0,0.46,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic184.html,14.42
Jantzen Audio 000-5170,"Jantzen Audio 000-5170 | 4 mH | 0,29 Ω | 3% | 17 AWG",4.0,0.29,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5170.html,14.83
Jantzen Audio 000-1793,"Jantzen Audio 000-1793 | 4,0 mH | 2,2 Ω | 3% | 20 AWG",4.0,2.2,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1793.html,15.25
Jantzen Audio 000-5447,"Jantzen Audio 000-5447 | 4,0 mH | 0,20 Ω | 3% | 15 AWG",4.0,0.2,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5447.html,16.9
Jantzen Audio 000-1956,"Jantzen Audio 000-1956 | 4 mH | 1,27 Ω | 3% | 18 AWG",4.0,1.27,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1956.html,18.55
Dayton Audio LW184,Dayton Audio LW184 | 4.0 mH | 1.20 Ω | 3% | 18 AWG,4.0,1.2,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw184.html,21.45
Jantzen Audio 000-0181,"Jantzen Audio 000-0181 | 4,0 mH | 0,83 Ω | 3% | 17 AWG",4.0,0.83,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0181.html,25.58
Jantzen Audio 000-6200,"Jantzen Audio 000-6200 | 4,0 mH | 0,08 Ω | 5% | 15 AWG",4.0,0.08,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6200.html,33.02
Jantzen Audio 000-1099,"Jantzen Audio 000-1099 | 4 mH | 0,73 Ω | 3% | 15 AWG",4.0,0.73,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1099.html,39.21
Jantzen Audio 000-0047,"Jantzen Audio 000-0047 | 4 mH | 0,6 Ω | 3% | 14 AWG",4.0,0.6,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0047.html,51.61
Jantzen Audio 000-7940,"Jantzen Audio 000-7940 | 4,0 mH | 0,83 Ω | 2% | 16 AWG",4.0,0.83,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7940.html,54.09
Jantzen Audio 000-7513,"Jantzen Audio 000-7513 | 4,0 mH | 0,60 Ω | 2% | 14 AWG",4.0,0.6,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7513.html,78.06
Jantzen Audio 000-8200,"Jantzen Audio 000-8200 | 4,0 mH | 0,43 Ω | 2% | 12 AWG",4.0,0.43,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8200.html,142.11
Jantzen Audio 000-8462-5,"Jantzen Audio 000-8462-5 | 4,05 mH | 0,60 Ω | 2% | 14 AWG",4.05,0.6,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8462-5.html,84.67
Jantzen Audio 000-2167,"Jantzen Audio 000-2167 | 4,1 mH | 0,82 Ω | 3% | 20 AWG",4.1,0.82,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2167.html,9.46
Jantzen Audio 000-5103,"Jantzen Audio 000-5103 | 4,1 mH | 0,37 Ω | 3% | 18 AWG",4.1,0.37,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5103.html,12.36
Jantzen Audio 000-2268,"Jantzen Audio 000-2268 | 4,2 mH | 0,91 Ω | 3% | 21 AWG",4.2,0.91,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2268.html,7.4
Jantzen Audio 000-1393,"Jantzen Audio 000-1393 | 4,2 mH | 2,19 Ω | 3% | 21 AWG",4.2,2.19,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1393.html,10.7
Jantzen Audio 000-8733,"Jantzen Audio 000-8733 | 4,2 mH | 0,87 Ω | 2% | 16 AWG",4.2,0.87,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8733.html,55.33
Jantzen Audio 000-5014,"Jantzen Audio 000-5014 | 4,3 mH | 0,66 Ω | 3% | 21 AWG",4.3,0.66,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5014.html,7.81
Jantzen Audio 000-5023,"Jantzen Audio 000-5023 | 4,3 mH | 0,40 Ω | 3% | 18 AWG",4.3,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5023.html,11.12
Jantzen Audio 000-1664,"Jantzen Audio 000-1664 | 4,3 mH | 1,80 Ω | 3% | 20 AWG",4.3,1.8,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1664.html,12.77
Jantzen Audio 000-8735,"Jantzen Audio 000-8735 | 4,3 mH | 0,88 Ω | 2% | 16 AWG",4.3,0.88,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8735.html,58.22
Jantzen Audio 000-8205,"Jantzen Audio 000-8205 | 4,3 mH | 0,45 Ω | 2% | 12 AWG",4.3,0.45,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8205.html,135.08
Jantzen Audio 000-0059,"Jantzen Audio 000-0059 | 4,4 mH | 0,51 Ω | 3% | 13 AWG",4.4,0.51,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0059.html,66.9
Jantzen Audio 000-1043,"Jantzen Audio 000-1043 | 4,43 mH | 1,29 Ω | 3% | 18 AWG",4.43,1.29,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1043.html,18.55
Jantzen Audio 000-5067,"Jantzen Audio 000-5067 | 4,5 mH | 0,65 Ω | 3% | 20 AWG",4.5,0.65,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5067.html,10.29
Jantzen Audio 000-5045,"Jantzen Audio 000-5045 | 4,5 mH | 0,47 Ω | 3% | 18 AWG",4.5,0.47,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5045.html,11.53
Jantzen Audio 000-5245,"Jantzen Audio 000-5245 | 4,5 mH | 0,39 Ω | 3% | 18 AWG",4.5,0.39,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5245.html,12.36
Dayton Audio IC184-5,Dayton Audio IC184-5 | 4.5 mH | 0.46 Ω | 3% | 18 AWG,4.5,0.46,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic184-5.html,15.66
Jantzen Audio 000-1957,"Jantzen Audio 000-1957 | 4,5 mH | 1,25 Ω | 3% | 18 AWG",4.5,1.25,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1957.html,19.79
Jantzen Audio 000-0923,"Jantzen Audio 000-0923 | 4,5 mH | 0,93 Ω | 3% | 17 AWG",4.5,0.93,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0923.html,27.64
Jantzen Audio 000-1468,"Jantzen Audio 000-1468 | 4,5 mH | 0,8 Ω | 3% | 15 AWG",4.5,0.8,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1468.html,41.28
Jantzen Audio 000-2256,"Jantzen Audio 000-2256 | 4,7 mH | 1,75 Ω | 3% | 24 AWG",4.7,1.75,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2256.html,5.33
Jantzen Audio 000-1780,"Jantzen Audio 000-1780 | 4,7 mH | 3,91 Ω | 3% | 24 AWG",4.7,3.91,24.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1780.html,6.98
Jantzen Audio 000-5231,"Jantzen Audio 000-5231 | 4,7 mH | 0,95 Ω | 3% | 22 AWG",4.7,0.95,22.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5231.html,6.98
Jantzen Audio 000-5299,"Jantzen Audio 000-5299 | 4,7 mH | 0,75 Ω | 3% | 21 AWG",4.7,0.75,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5299.html,6.98
Intertechnik HQR32/4.7/50,"Intertechnik HQR32/4.7/50 | 4,7 mH | 2,31 Ω | 5% | 24 AWG",4.7,2.31,24.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hqr32-4-7-50.html,7.64
Jantzen Audio 000-2458,"Jantzen Audio 000-2458 | 4,7 mH | 0,99 Ω | 3% | 21 AWG",4.7,0.99,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2458.html,7.81
"Mundorf P50-4,7","Mundorf P50-4,7 | 4,7 mH | 2,15 Ω | 3% | 24 AWG",4.7,2.15,24.0,Air Core,https://www.soundimports.eu/en/mundorf-p50-47.html,8.64
Jantzen Audio 000-5297,"Jantzen Audio 000-5297 | 4,7 mH | 0,63 Ω | 3% | 20 AWG",4.7,0.63,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5297.html,8.64
Jantzen Audio 000-5477,"Jantzen Audio 000-5477 | 4,7 mH | 0,41 Ω | 3% | 18 AWG",4.7,0.41,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5477.html,11.12
Jantzen Audio 000-1520,"Jantzen Audio 000-1520 | 4,7 mH | 2,33 Ω | 3% | 21 AWG",4.7,2.33,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1520.html,11.53
Jantzen Audio 000-5251,"Jantzen Audio 000-5251 | 4,7 mH | 0,35 Ω | 3% | 18 AWG",4.7,0.35,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5251.html,12.77
Jantzen Audio 000-5104,"Jantzen Audio 000-5104 | 4,7 mH | 0,40 Ω | 3% | 18 AWG",4.7,0.4,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5104.html,12.77
Jantzen Audio 000-0880,"Jantzen Audio 000-0880 | 4,7 mH | 1,87 Ω | 3% | 20 AWG",4.7,1.87,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0880.html,13.6
Dayton Audio IC184-7,Dayton Audio IC184-7 | 4.7 mH | 0.47 Ω | 3% | 18 AWG,4.7,0.47,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic184-7.html,16.07
Jantzen Audio 000-2437,"Jantzen Audio 000-2437 | 4,7 mH | 0,38 Ω | 3% | 17 AWG",4.7,0.38,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2437.html,16.07
Jantzen Audio 000-5301,"Jantzen Audio 000-5301 | 4,7 mH | 0,31 Ω | 3% | 17 AWG",4.7,0.31,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5301.html,16.07
Jantzen Audio 000-1935,"Jantzen Audio 000-1935 | 4,7 mH | 2,19 Ω | 3% | 20 AWG",4.7,2.19,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1935.html,16.07
Intertechnik HQ43/4.7/095,"Intertechnik HQ43/4.7/095 | 4,7 mH | 0,46 Ω | 5% | 19 AWG",4.7,0.46,19.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq43-4-7-095.html,17.73
Jantzen Audio 000-5119,"Jantzen Audio 000-5119 | 4,7 mH | 0,23 Ω | 3% | 15 AWG",4.7,0.23,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5119.html,19.38
Jantzen Audio 000-5043,"Jantzen Audio 000-5043 | 4,7 mH | 0,26 Ω | 3% | 15 AWG",4.7,0.26,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5043.html,19.38
Jantzen Audio 000-1240,"Jantzen Audio 000-1240 | 4,7 mH | 1,33 Ω | 3% | 18 AWG",4.7,1.33,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1240.html,20.21
"Mundorf VP100-4,7","Mundorf VP100-4,7 | 4,7 mH | 0,80 Ω | 3% | 18 AWG",4.7,0.8,18.0,Air Core,https://www.soundimports.eu/en/mundorf-vp100-47.html,23.1
Monacor LSI-47T,"Monacor LSI-47T | 4,7 mH | 0,14 Ω | 5% | 17 AWG",4.7,0.14,17.0,Air Core,https://www.soundimports.eu/en/monacor-lsi-47t.html,23.93
Jantzen Audio 000-5424,"Jantzen Audio 000-5424 | 4,7 mH | 0,2 Ω | 3% | 14 AWG",4.7,0.2,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5424.html,24.34
"Mundorf L100-4,70","Mundorf L100-4,70 | 4,70 mH | 1,22 Ω | 2% | 18 AWG",4.7,1.22,18.0,Air Core,https://www.soundimports.eu/en/mundorf-l100-470.html,24.75
Intertechnik LU55/4.70/071,"Intertechnik LU55/4.70/071 | 4,7 mH | 2,21 Ω | 3% | 21 AWG",4.7,2.21,21.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu55-4-70-071.html,25.17
Jantzen Audio 000-1714,"Jantzen Audio 000-1714 | 4,7 mH | 0,97 Ω | 3% | 17 AWG",4.7,0.97,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1714.html,29.3
Intertechnik HQ58/4.7/140,"Intertechnik HQ58/4.7/140 | 4,7 mH | 0,19 Ω | 5% | 15 AWG",4.7,0.19,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-hq58-4-7-140.html,34.67
Intertechnik DR56/4.7/118,"Intertechnik DR56/4.7/118 | 4,7 mH | 0,33 Ω | 5% | 17 AWG",4.7,0.33,17.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-4-7-118.html,35.74
Jantzen Audio 000-1187,"Jantzen Audio 000-1187 | 4,7 mH | 0,76 Ω | 3% | 15 AWG",4.7,0.76,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1187.html,38.8
Intertechnik DR56/4.7/140,"Intertechnik DR56/4.7/140 | 4,7 mH | 0,229 Ω | 5% | 15 AWG",4.7,0.229,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-dr56-4-7-140.html,39.05
Jantzen Audio 000-6225,"Jantzen Audio 000-6225 | 4,7 mH | 0,07 Ω | 5% | 14 AWG",4.7,0.07,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6225.html,50.79
Jantzen Audio 000-6245,"Jantzen Audio 000-6245 | 4,7 mH | 0,05 Ω | 5% | 12 AWG",4.7,0.05,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6245.html,55.33
Jantzen Audio 000-7948,"Jantzen Audio 000-7948 | 4,7 mH | 0,84 Ω | 2% | 16 AWG",4.7,0.84,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7948.html,55.33
Jantzen Audio 000-0037,"Jantzen Audio 000-0037 | 4,7 mH | 0,65 Ω | 3% | 14 AWG",4.7,0.65,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0037.html,55.74
Audyn CO92/4.7/140,"Audyn CO92/4.7/140 | 4,7 mH | 0,52 Ω | 5% | 15 AWG",4.7,0.52,15.0,Air Core,https://www.soundimports.eu/en/audyn-co92-4-7-140.html,56.57
Intertechnik LU92/4.7/140,"Intertechnik LU92/4.7/140 | 4,7 mH | 0,74 Ω | 3% | 15 AWG",4.7,0.74,15.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu92-4-7-140.html,56.98
Jantzen Audio 000-8740,"Jantzen Audio 000-8740 | 4,7 mH | 0,92 Ω | 2% | 16 AWG",4.7,0.92,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8740.html,59.88
Intertechnik AT92/470/132,"Intertechnik AT92/470/132 | 4,7 mH | 0,81 Ω | 3% | 16 AWG",4.7,0.81,16.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-at92-470-132.html,64.42
"Mundorf CFC16-4,70","Mundorf CFC16-4,70 | 4,70 mH | 0,93 Ω | 2% | 16,5 AWG",4.7,0.93,16.5,Air Core,https://www.soundimports.eu/en/mundorf-cfc16-470.html,74.34
Intertechnik TRI92/4.7/0.50,"Intertechnik TRI92/4.7/0.50 | 4,7 mH | 0,88 Ω | 1% | 7 x 24 AWG",4.7,0.88,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri92-4-7-0-50.html,86.74
"Mundorf CFC14-4,70","Mundorf CFC14-4,70 | 4,70 mH | 0,62 Ω | 2% | 14 AWG",4.7,0.62,14.0,Air Core,https://www.soundimports.eu/en/mundorf-cfc14-470.html,115.66
Intertechnik LU120/4.7/20,"Intertechnik LU120/4.7/20 | 4,7 mH | 0,43 Ω | 3% | 12 AWG",4.7,0.43,12.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-lu120-4-7-20.html,126.41
Jantzen Audio 000-7125,"Jantzen Audio 000-7125 | 4,7 mH | 0,47 Ω | 2% | 12 AWG",4.7,0.47,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7125.html,137.98
Intertechnik TRI120/4.7/0.80,"Intertechnik TRI120/4.7/0.80 | 4,7 mH | 0,43 Ω | 1% | 7 x 20 AWG",4.7,0.43,7.0,Air Core,https://www.soundimports.eu/en/it-intertechnik-tri120-4-7-0-80.html,214.83
Jantzen Audio 000-1258,"Jantzen Audio 000-1258 | 5 mH | 10,15 Ω | 3% | 29 AWG",5.0,10.15,29.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1258.html,5.33
Jantzen Audio 000-2322,"Jantzen Audio 000-2322 | 5,0 mH | 1,10 Ω | 3% | 20 AWG",5.0,1.1,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2322.html,10.29
Jantzen Audio 000-1938,"Jantzen Audio 000-1938 | 5,0 mH | 2,45 Ω | 3% | 21 AWG",5.0,2.45,21.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1938.html,11.94
Jantzen Audio 000-1982,"Jantzen Audio 000-1982 | 5 mH | 1,92 Ω | 3% | 20 AWG",5.0,1.92,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1982.html,14.83
Dayton Audio IC185,Dayton Audio IC185 | 5.0 mH | 0.49 Ω | 3% | 18 AWG,5.0,0.49,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-ic185.html,15.66
Jantzen Audio 000-5464,"Jantzen Audio 000-5464 | 5 mH | 0,36 Ω | 3% | 17 AWG",5.0,0.36,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5464.html,16.07
Jantzen Audio 000-5164,"Jantzen Audio 000-5164 | 5,0 mH | 0,24 Ω | 3% | 15 AWG",5.0,0.24,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5164.html,19.38
Jantzen Audio 000-1892,"Jantzen Audio 000-1892 | 5 mH | 1,36 Ω | 3% | 18 AWG",5.0,1.36,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-1892.html,19.38
Dayton Audio LW185,Dayton Audio LW185 | 5.0 mH | 1.33 Ω | 3% | 18 AWG,5.0,1.33,18.0,Air Core,https://www.soundimports.eu/en/dayton-audio-lw185.html,23.93
Jantzen Audio 000-6260,"Jantzen Audio 000-6260 | 5,0 mH | 0,10 Ω | 5% | 15 AWG",5.0,0.1,15.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6260.html,36.74
Jantzen Audio 000-6265,"Jantzen Audio 000-6265 | 5,0 mH | 0,07 Ω | 5% | 13 AWG",5.0,0.07,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6265.html,54.92
Jantzen Audio 000-7953,"Jantzen Audio 000-7953 | 5,0 mH | 0,94 Ω | 2% | 16 AWG",5.0,0.94,16.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-7953.html,59.88
Jantzen Audio 000-0138,"Jantzen Audio 000-0138 | 5,0 mH | 0,54 Ω | 3% | 13 AWG",5.0,0.54,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0138.html,71.86
Jantzen Audio 000-8473,"Jantzen Audio 000-8473 | 5,0 mH | 0,67 Ω | 2% | 14 AWG",5.0,0.67,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8473.html,93.35
Jantzen Audio 000-0937,"Jantzen Audio 000-0937 | 5,1 mH | 1,01 Ω | 3% | 17 AWG",5.1,1.01,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0937.html,30.12
Jantzen Audio 000-5338,"Jantzen Audio 000-5338 | 5,2 mH | 0,44 Ω | 3% | 18 AWG",5.2,0.44,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5338.html,12.77
Jantzen Audio 000-5159,"Jantzen Audio 000-5159 | 5,2 mH | 0,34 Ω | 3% | 17 AWG",5.2,0.34,17.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5159.html,16.07
Jantzen Audio 000-5423,"Jantzen Audio 000-5423 | 5,2 mH | 0,22 Ω | 3% | 14 AWG",5.2,0.22,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5423.html,25.17
Jantzen Audio 000-6275,"Jantzen Audio 000-6275 | 5,2 mH | 0,07 Ω | 5% | 13 AWG",5.2,0.07,13.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-6275.html,55.74
Jantzen Audio 000-8475,"Jantzen Audio 000-8475 | 5,2 mH | 0,67 Ω | 2% | 14 AWG",5.2,0.67,14.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8475.html,94.59
Jantzen Audio 000-8215,"Jantzen Audio 000-8215 | 5,2 mH | 0,50 Ω | 2% | 12 AWG",5.2,0.5,12.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-8215.html,154.92
Jantzen Audio 000-2323,"Jantzen Audio 000-2323 | 5,3 mH | 1,15 Ω | 3% | 20 AWG",5.3,1.15,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-2323.html,10.29
Jantzen Audio 000-0805,"Jantzen Audio 000-0805 | 5,4 mH | 1,33 Ω | 3% | 18 AWG",5.4,1.33,18.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-0805.html,21.03
Jantzen Audio 000-5168,"Jantzen Audio 000-5168 | 5,5 mH | 0,62 Ω | 3% | 20 AWG",5.5,0.62,20.0,Air Core,https://www.soundimports.eu/en/jantzen-audio-000-5168.html,9.05
